uma,中項目,小項目(辞書版出来ました),"追加したい項目は追加希望シートに記載ください,調べたい物は,検索シートが便利です",,大項目,34,中項目,
シチュ,シチュ,乳合わせ（左右）,symmetrical docking,,,,,
シチュ,シチュ,入浴中,bathing,,,,,
シチュ,シチュ,燃えている,burn oneself in flames,,,,,
シチュ,シチュ,背中から抱きつく,hug from behind,,,,,
シチュ,シチュ,背中合わせ,back to back,,,,,
シチュ,シチュ,壁ドン,"pov hands,wall",,,,,
シチュ,シチュ,隣に座ってる,"side view,sitting",,,,,
その他,その他,〇〇に入っている,in container,,,,,
その他,その他,SNS,sns,,,,,
その他,その他,インスタグラム(IDと組み合わせる),instagram,,,,,
その他,その他,ツイッター,twitter,,,,,
その他,その他,注入,injection,,,,,
その他,その他,粘着性,sticky,,,,,
その他,その他,不健全,morbid,,,,,
その他,その他,複製,duplicate,,,,,
その他,その他,薬物,drugs,,,,,
テイスト,ジャンル,４コマ,4koma,,,,,
テイスト,テイスト,SCIFI,scifi,,,,,
テイスト,テイスト,アウトラインの強調,thick outline,,,,,
テイスト,テイスト,クトゥルフ,cthulhu,,,,,
テイスト,テイスト,ゲームCG,game cg,,,,,
テイスト,テイスト,モザイク,mosaic,,,,,
テイスト,テイスト,概要,outline,,,,,
テイスト,テイスト,光沢,caustics,,,,,
テイスト,テイスト,"黒,白",black white,,,,,
テイスト,テイスト,単調,monotone,,,,,
テイスト,テーマ,オーロラテーマ,aurora theme,,,,,
テイスト,テーマ,ギルティクラウンテーマ,guilty crown theme,,,,,
テイスト,テーマ,キルラキルテーマ,kill la kill theme,,,,,
テイスト,テーマ,ゴッドイーターテーマ,god eater theme,,,,,
テイスト,テーマ,スケッチテーマ,sketch theme,,,,,
テイスト,テーマ,ファンタジーテーマ,fantasy theme,,,,,
テイスト,テーマ,フェイトテーマ,fate theme,,,,,
テイスト,テーマ,ブライダルテーマ,bridal theme,,,,,
テイスト,テーマ,レストランテーマ,restaurant theme,,,,,
テイスト,テーマ,暗いテーマ,dark theme,,,,,
テイスト,テーマ,宇宙テーマ,galaxy theme,,,,,
テイスト,テーマ,夏テーマ,summer theme,,,,,
テイスト,テーマ,花テーマ,flower theme,,,,,
テイスト,テーマ,艦これテーマ,kancolle theme,,,,,
テイスト,テーマ,黒テーマ,black theme,,,,,
テイスト,テーマ,時計テーマ,clock theme,,,,,
テイスト,テーマ,水晶テーマ,crystal theme,,,,,
テイスト,テーマ,水中テーマ,underwater theme,,,,,
テイスト,テーマ,青テーマ,blue theme,,,,,
テイスト,テーマ,赤テーマ,red theme,,,,,
テイスト,テーマ,東方Projectテーマ,touhou theme,,,,,
テイスト,テーマ,日本テーマ,japanese theme,,,,,
テイスト,テーマ,白テーマ,white theme,,,,,
テイスト,テーマ,魔法少女テーマ,magical girl theme,,,,,
テイスト,テーマ,料理テーマ,cooking theme,,,,,
テイスト,テーマ,緑テーマ,green theme,,,,,
テイスト,テーマ,和式婚テーマ,japanese bridal theme,,,,,
テイスト,デザイナー,アール・デコ,art deco,,,,,
テイスト,デザイナー,アール・ヌーヴォー,art nouveau,,,,,
テイスト,デザイナー,イリヤ・レーピン,ilya repin,,,,,
テイスト,フォーヴィスム,フォーヴィスム,fauvism,,,,,
テイスト,フォーヴィスム,フォーヴィスム(アンリ・マティス),henri matisse,,,,,
テイスト,モノクロ,シルエット,silhouette,,,,,
テイスト,モノクロ,ハーフトーン,halftone,,,,,
テイスト,モノクロ,フルカラー,full color,,,,,
テイスト,モノクロ,モノクロ,monochrome,,,,,
テイスト,モノクロ,線画,lineart,,,,,
テイスト,モノクロ,白黒,greyscale,,,,,
テイスト,モノクロ,万年筆,graphite,,,,,
テイスト,リアル系,CG系のリアル,hd semirealistic anime cg concept art digital painting,,,,,
テイスト,リアル系,リアル系セット,"hyperrealistic,photorealistic,realistic",,,,,
テイスト,リアル系,現実的,realistic,,,,,
テイスト,リアル系,写実的,photorealistic,,,,,
テイスト,リアル系,超現実的,hyperrealistic,,,,,
テイスト,印象派,印象派,impressionism,,,,,
テイスト,印象派,印象派(カミーユ・ピサロ),camille pissarro,,,,,
テイスト,印象派,印象派(クロード・モネ),claude monet,,,,,
テイスト,印象派,印象派(チャイルド・ハッサム),childe hassam,,,,,
テイスト,画材,アクリル絵の具,acrylic paint,,,,,
テイスト,画材,インク,ink,,,,,
テイスト,画材,マーカー,marker,,,,,
テイスト,画材,ミリペン,millipen,,,,,
テイスト,画材,水彩絵の具,watercolor,,,,,
テイスト,画風,3D,3d,,,,,
テイスト,画風,3Dゲーム,3d game,,,,,
テイスト,画風,"SDキャラ,デフォルメキャラ",chibi,,,,,
テイスト,画風,アナログっぽい感じ,traditional media,,,,,
テイスト,画風,アニメ,anime,,,,,
テイスト,画風,アニメのスクショ風,anime screencap,,,,,
テイスト,画風,コンセプトアート,concept art,,,,,
テイスト,画風,スケッチ,sketch,,,,,
テイスト,画風,セルシェーダー,cel shading,,,,,
テイスト,画風,"トゥーン,アニメ長",toon,,,,,
テイスト,画風,ねんどろいど,nendroid,,,,,
テイスト,画風,バロック絵画,baroque,,,,,
テイスト,画風,ピクセル,pixel art,,,,,
テイスト,画風,フレスコ画,fresco,,,,,
テイスト,画風,リアル,photoreal,,,,,
テイスト,画風,ルネッサンス美術,renaissance,,,,,
テイスト,画風,抽象画,abstract,,,,,
テイスト,画風,日本画,nihonga,,,,,
テイスト,画風,浮世絵,ukiyo e,,,,,
テイスト,作画資料,キャラ一覧,character chart,,,,,
テイスト,9^,キャラ設定,reference sheet,,,,,
テイスト,作画資料,ポーズ集,to many pose,,,,,
テイスト,作画資料,画集,artbook,,,,,
テイスト,作画資料,胸の比較見たいなやつ,bust chart,,,,,
テイスト,作画資料,三面図,"three views from front, back and side",,,,,
テイスト,作画資料,設定画風,costume setup materials,,,,,
テイスト,作品,アークナイツ,arknights,,,,,
テイスト,作品,ガルパン,girls und panzer,,,,,
テイスト,作品,グラブル,granblue fantasy,,,,,
テイスト,作品,コードギアス,code geass,,,,,
テイスト,作品,ごちうさ,gochuumon wa usagi desu ka?,,,,,
テイスト,作品,サイコパス,PSYCHO-PASS,,,,,
テイスト,作品,スプラトゥーン,splatoon (series),,,,,
テイスト,作品,タイプムーン,type moon,,,,,
テイスト,作品,チェンソーマン,chainsaw man,,,,,
テイスト,作品,プリキュア,precure,,,,,
テイスト,作品,ラブライブ,love live!,,,,,
テイスト,作品,京アニ風,kyoto animation,,,,,
テイスト,作品,戦姫絶唱シンフォギア,senki zesshou symphogear,,,,,
テイスト,作品,日常,nichijou,,,,,
テイスト,作品,涼宮ハルヒの憂鬱,suzumiya haruhi no yuuutsu,,,,,
テイスト,世界観,SF,science fiction,,,,,
テイスト,世界観,サイバーパンク,cyberpunk,,,,,
テイスト,世界観,ファンタジー,fantasy girl illust,,,,,
テイスト,特殊,コントラポスト,contraposto,,,,,
テイスト,特殊,ラフ,posing sketck,,,,,
テイスト,特殊,一点透視図法,vanishing point,,,,,
テイスト,特殊,表情集っぽい絵,expressions,,,,,
テイスト,年代,00S,00s,,,,,
テイスト,年代,1920年代（スタイル）,1920s (style),,,,,
テイスト,年代,60年代,60s,,,,,
テイスト,年代,70年代,70s,,,,,
テイスト,年代,80年代,80s,,,,,
テイスト,年代,90年代,90s,,,,,
テイスト,未分類,アニメのスクショ,anime screeshot,,,,,
テイスト,未分類,アニメの顔,anime face,,,,,
テイスト,未分類,アニメの顔と目,anime face eyes,,,,,
衣装,一式,金の装飾(周囲の物まで変化しやすい),ornate,,,,,
衣装,一式,金の装飾(周囲の物まで変化しやすい),ornate,,,,,
陰影,陰影,劇的な影,dramatic shadows,,,,,
仮登録,未分類,アズールレーン,azur lane,,,,,
仮登録,未分類,アレイスター,array stars,,,,,
仮登録,未分類,アングルセイラードレス,anglesailor dress,,,,,
仮登録,未分類,アンビエントライト,ambient light,,,,,
仮登録,未分類,イスキー,isky,,,,,
仮登録,未分類,イラスト,illustration,,,,,
仮登録,未分類,イルミネーション,illumination,,,,,
仮登録,未分類,インパスト,impasto,,,,,
仮登録,未分類,ウォーターエッジの近く,near the water edge,,,,,
仮登録,未分類,エッジのロイヤルブルースカート,royal skirt with edge,,,,,
仮登録,未分類,エレガント,elegant,,,,,
仮登録,未分類,エンジェルハロー,angel halo,,,,,
仮登録,未分類,オープンハカマ,ophakama,,,,,
仮登録,未分類,オパイロリ,oppai loli,,,,,
仮登録,未分類,オリジナル,original,",",,,,
仮登録,未分類,かすんだ霧,hazy fog,",",,,,
仮登録,未分類,カソック,cassock,",",,,,
仮登録,未分類,カビ,mouldy,",",,,,
仮登録,未分類,キャラクター,character,",",,,,
仮登録,未分類,キャラクターガール,charactergirl,",",,,,
仮登録,未分類,キャラクターはフレームの中央にあります,the character is in the center of the frame,",",,,,
仮登録,未分類,キャラクターフォーカス,character focus,",",,,,
仮登録,未分類,きらめくアニメの目,sparkling anime eyes,",",,,,
仮登録,未分類,クラウドマッププラン,cloud map plan,",",,,,
仮登録,未分類,クラウドマッププレーン,cloud map plane,,,,,
仮登録,未分類,クラシック,classic,",",,,,
仮登録,未分類,グランド,grand,",",,,,
仮登録,未分類,グランドフェザー,grfeathers,",",,,,
仮登録,未分類,グリステン,glisten,",",,,,
仮登録,未分類,クロスネックレス,cross necklace,",",,,,
仮登録,未分類,ケージ,cage,",",,,,
仮登録,未分類,コーナー,corner,,,,,
仮登録,未分類,コーラル,coral,",",,,,
仮登録,未分類,コールドマシン,machine,",",,,,
仮登録,未分類,サイドブラント前髪,side blunt bangs,,,,,
仮登録,未分類,サファイアフリル,sapphire frills,",",,,,
仮登録,未分類,さまざまな金属の背景,various metals background,",",,,,
仮登録,未分類,シーリング,ceiling,",",,,,
仮登録,未分類,ジェモロジーヘア,gemological hair,,,,,
仮登録,未分類,シティライト,citylight,",",,,,
仮登録,未分類,ジュリエットスリーブ,juliet sleeve,",",,,,
仮登録,未分類,シルクショール,silk shawl,",",,,,
仮登録,未分類,スターリバー,star river,",",,,,
仮登録,未分類,スタイルガール,style girl,",",,,,
仮登録,未分類,ステート,steet,",",,,,
仮登録,未分類,ストリップ,strips,",",,,,
仮登録,未分類,ストレッチ,stretch,",",,,,
仮登録,未分類,すばらしい,amazing,",",,,,
仮登録,未分類,すべてが流れて溶けます,everything flowing melt,",",,,,
仮登録,未分類,スムーズ,smooth,",",,,,
仮登録,未分類,ゼラチン状のテクスチャー,gelatinous texture,",",,,,
仮登録,未分類,ソール,sole,",",,,,
仮登録,未分類,ソフトフォーカス,soft focus,",",,,,
仮登録,未分類,ダーゴンウィングス,dargon wings,",",,,,
仮登録,未分類,ダイナミックな髪,dynamic hair,",",,,,
仮登録,未分類,ダイナミックファジネス,dynamic fuzziness,",",,,,
仮登録,未分類,ダイヤモンド,diamonds,",",,,,
仮登録,未分類,ダイヤモンドとまぶしい目,glaring eyes,",",,,,
仮登録,未分類,タックを開けます,optuck,",",,,,
仮登録,未分類,チェーン,chains,",",,,,
仮登録,未分類,チェーンストーム,chain storm,",",,,,
仮登録,未分類,チェーンリング,chain ring,",",,,,
仮登録,未分類,チュールスカート,tulle skirt,",",,,,
仮登録,未分類,チュールレースのスカートの花と草の牧草地,tulle lace skirt flowers grass meadow,",",,,,
仮登録,未分類,ツイストブレード,twist braid,",",,,,
仮登録,未分類,ツートーンヘア：青と白,two tone hair:white,",",,,,
仮登録,未分類,ティアラ,tiara,",",,,,
仮登録,未分類,ディーテルドシャドウ,deatailed shadow,",",,,,
仮登録,未分類,ティスピー,tispy,",",,,,
仮登録,未分類,ティンダル効果,tyndall effect,",",,,,
仮登録,未分類,テールフィン,tailfin,",",,,,
仮登録,未分類,テクスチャースキン,texture skin,",",,,,
仮登録,未分類,テクスチャウィング(材質指定とセット),texture wings,",",,,,
仮登録,未分類,テクスチャの花,texture flowers,",",,,,
仮登録,未分類,テクスチャヘア,texture hair,",",,,,
仮登録,未分類,テクスチャボディを結晶化します,crystallize texture body,",",,,,
仮登録,未分類,て美的,aesthetic,",",,,,
仮登録,未分類,とげ,thorns,",",,,,
仮登録,未分類,どこにでも長い髪が浮かんでいます,long hair floating everywhere,",",,,,
仮登録,未分類,トップスリーブ,top sleeves,",",,,,
仮登録,未分類,ドラゴンウィング,dragonwings,",",,,,
仮登録,未分類,ドラゴンが少女の後ろに立っています,dragon stands behind the girl,",",,,,
仮登録,未分類,ドラゴンの背景,dragon background,",",,,,
仮登録,未分類,ドラゴンの目,dragon eyes,",",,,,
仮登録,未分類,ドラゴンホーン,dragon horn,",",,,,
仮登録,未分類,トリプルクラウンが黒曜石を象徴しています,triple crown inlaid with obsidian,",",,,,
仮登録,未分類,ドレスの頭蓋骨,skull on dress,",",,,,
仮登録,未分類,ドレスを明らかにします,revealing dress,",",,,,
仮登録,未分類,と壊れた体,brokbody,",",,,,
仮登録,未分類,な動き,movement,",",,,,
仮登録,未分類,ノーブル,noble,",",,,,
仮登録,未分類,パール,pearl,",",,,,
仮登録,未分類,バックグラウンドアーバンルーフトップ,background urban rooftop,",",,,,
仮登録,未分類,バナ,bana,",",,,,
仮登録,未分類,バネ,spring,",",,,,
仮登録,未分類,バラの目,rose eyes,",",,,,
仮登録,未分類,パンパスグラスフィールド,pampas grass field,",",,,,
仮登録,未分類,ピーチピンクの生徒,peach pink pupils,",",,,,
仮登録,未分類,ビキニリデンスと虹の目,bikiniiridescence rainbow eyes,",",,,,
仮登録,未分類,ひだのついた,corrugated,",",,,,
仮登録,未分類,ヒテン1,hit1,",",,,,
仮登録,未分類,ヒトデ,starfish,",",,,,
仮登録,未分類,ひび割れた床,cracked floor,",",,,,
仮登録,未分類,ピンクの生徒,pink pupils,",",,,,
仮登録,未分類,ファイアバタフライ,fire butterflys,",",,,,
仮登録,未分類,ファイルサイズ,filesize,",",,,,
仮登録,未分類,ファインティング,fighting,",",,,,
